county1,county2,county3,city,precinct,election_date,issue,result,for_vote,against_vote,status_before,status_current,status_before_detail,status_current_detail,fiscal_year,jurid,issue.clean,prohibitory,beer.wine,mixed.beverges,all.alocohol,off.premise,on.premise,cert
Jasper,NA,NA,Kirbyville,NA,8-May-10,legal sale of beer and wine for off-premises consumption only,failed,72,181,dry,dry,NA,NA,2010,Jasper___Kirbyville_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Jasper,NA,NA,Kirbyville,NA,8-May-10,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,75,185,dry,dry,NA,NA,2010,Jasper___Kirbyville_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Kaufman,NA,NA,NA,Precinct 1,8-May-10,legal sale of all alcoholic beverages for off-premises consumption only.,passed,235,207,wet,wet,wet in part for all alcoholic beverages for off-premises consumption,wet throughout for  all alcoholic beverages for off-premises consumption,2010,Kaufman____Precinct 1,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
McLennan,NA,NA,Robinson,NA,8-May-10,legal sale of beer and wine for off-premises consumption only.,passed,463,255,wet,wet,beer,wet for the sale of beer for both on and off premises consumption and for the sale of wine for off-premises consumption only.,2010,McLennan___Robinson_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Navarro,NA,NA,Dawson,NA,8-May-10,legal sale of all alcoholic beverages including mixed beverages.,passed,95,64,dry,wet,NA,wet for the sale of all alcoholic beverages including mixed beverages.,2010,Navarro___Dawson_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Navarro,NA,NA,Eureka,NA,8-May-10,legal sale of all alcoholic beverages for off-premises consumption only.,failed,45,63,dry,dry,NA,NA,2010,Navarro___Eureka_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Oldham,NA,NA,NA,NA,8-May-10,legal sale of all alcoholic beverages for off-premises consumption only.,failed,226,240,wet,wet,wet in part for beer for off-premises consumption,wet in part for beer for off-premises consumption,2010,Oldham____,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Oldham,NA,NA,NA,NA,8-May-10,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,262,190,dry,wet,wet in part for beer for off-premises consumption,"wet for the sale of mixed beverages in restaurants by food and beverage certificate holders. (The county was also previously wet in part for the sale of beer for off-premises consumption, and remains wet in part for such sales after the election). An election was held for the City of Point, Rains County, on May 8, 2010, on the issue of â€œthe legal sale of all alcoholic beverages for off-premises consumption only.â€ The issue passed by a vote of 71 FOR and 42 AGAINST. The City of Point, Rains County, was â€œdryâ€ for all alcoholic beverage sales before the election and after the election is now wet for the sale of all alcoholic beverages for off-premises consumption.",2010,Oldham____,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Rains,NA,NA,Point,NA,8-May-10,legal sale of all alcoholic beverages for off-premises consumption only,passed,71,42,dry,wet,NA,wet for the sale of all alcoholic beverages for off-premises consumption,2010,Rains___Point_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Shelby,NA,NA,NA,Precinct 3,8-May-10,legal sale of beer and wine for off-premises consumption only.,failed,147,273,dry,dry,NA,NA,2010,Shelby____Precinct 3,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Shelby,NA,NA,NA,Precinct 3,8-May-10,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,143,272,dry,dry,NA,NA,2010,Shelby____Precinct 3,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Tarrant,NA,NA,Colleyville,NA,8-May-10,legal sale of all alcoholic beverages for off-premises consumption only.,passed,2718,930,wet,wet,wet only for the sale beer and wine for off-premises consumption and for the sale of mixed beverages before the election,wet for the sale of all alcoholic beverages for off-premises consumption and for the sale of mixed beverages.,2010,Tarrant___Colleyville_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Taylor,NA,NA,Abilene,NA,8-May-10,legal sale of all alcoholic beverages including mixed beverages.,passed,1743,1370,wet,wet,wet in part for all alcoholic beverages including mixed beverages,wet throughout for all alcoholic beverages including mixed beverages,2010,Taylor___Abilene_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Tyler,NA,NA,NA,Precinct 2,8-May-10,legal sale of beer and wine for off-premises consumption only.,failed,418,420,dry,dry,NA,NA,2010,Tyler____Precinct 2,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Tyler,NA,NA,NA,Precinct 2,8-May-10,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,413,426,dry,dry,NA,NA,2010,Tyler____Precinct 2,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Uvalde,NA,NA,NA,Precinct 3,8-May-10,legal sale fo beer and wine for off-premises consumption only,failed,177,190,dry,dry,NA,NA,2010,Uvalde____Precinct 3,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Van Zandt,NA,NA,Fruitvale,Precinct 3,8-May-10,legal sale of beer and wine for off-premises consumption only.,failed,29,53,dry,dry,NA,NA,2010,Van Zandt___Fruitvale_Precinct 3,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Van Zandt,NA,NA,Fruitvale,NA,8-May-10,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,28,54,dry,dry,NA,NA,2010,Van Zandt___Fruitvale_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Van Zandt,NA,NA,Fruitvale,NA,8-May-10,legal sale of all alcoholic beverages for off-premises consumption only.,failed,28,54,dry,dry,NA,NA,2010,Van Zandt___Fruitvale_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Van Zandt,NA,NA,Grand Saline,NA,8-May-10,legal sale of beer and wine for off-premises consumption only.,failed,212,263,dry,dry,NA,NA,2010,Van Zandt___Grand Saline_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Van Zandt,NA,NA,Grand Saline,NA,8-May-10,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,235,241,dry,dry,NA,NA,2010,Van Zandt___Grand Saline_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Van Zandt,NA,NA,Grand Saline,NA,8-May-10,legal sale of all alcoholic beverages for off-premises consumption only.,failed,204,268,dry,dry,NA,NA,2010,Van Zandt___Grand Saline_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Wheeler,NA,NA,Shamrock,NA,8-May-10,legal sale of all alcoholic beverages including mixed beverages.,passed,317,210,dry,wet,NA,wet for the sale of all alcoholic beverages including mixed beverages.,2010,Wheeler___Shamrock_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Wise,NA,NA,Newark,NA,8-May-10,legal sale of all alcoholic beverages including mixed beverages.,passed,135,35,dry,wet,NA,wet for the sale of all alcoholic beverages including mixed beverages.,2010,Wise___Newark_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Lynn,NA,NA,Wilson,NA,22-Aug-98,The legal sale of beer and wine,failed,66,101,dry,dry,NA,NA,1998,Lynn___Wilson_,legal sale of beer and wine,0,1,0,0,0,1,0
Mills,NA,NA,NA,Precinct 4,15-May-04,the legal sale of all alcoholic beverages for off-premises consumption only,failed,597,792,wet,wet,wet in part before the election for the sale of all alcoholic beverages for off-premises consumption and for the sale of beer for off-premises consumption,wet in part before the election for the sale of all alcoholic beverages for off-premises consumption and for the sale of beer for off-premises consumption,2004,Mills____Precinct 4,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Cass,NA,NA,Queen City,NA,11/4/2014,legal sale of all alcoholic beverages for off-premises consumption only.,failed,156,189,dry,dry,NA,NA,2015,Cass___Queen City_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Shackelford,NA,NA,NA,NA,5/9/2015,legal sale of beer and wine for off-premises consumption only.,failed,347,550,wet,wet,beer and wine for off-premises consumption ,beer and wine for off-premises consumption ,2015,Shackelford____,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
San Augustine,NA,NA,NA,Precinct 4,11/4/2014,legal sale of beer and wine for off-premises consumption only.,passed,474,257,dry,wet,NA,NA,2015,San Augustine____Precinct 4,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Waller,NA,NA,NA,NA,11/3/2015,"legal sale of all alcoholic beverages, including mixed beverages.",passed,3426,978,wet,wet,"all alcoholic beverages, except mixed beverages","all alcoholic beverages, including mixed beverages.",2016,Waller____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Yoakum,NA,NA,NA,Precinct 2,11/7/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,218,192,wet,wet,beer and wine for off-premises consumption ,all alcoholic beverages including mixed beverages.,2018,Yoakum____Precinct 2,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Uvalde,NA,NA,NA,Precinct 2,11/8/2016,"legal sale of all alcoholic beverages, including mixed beverages.",passed,682,308,wet,wet,beer ,all alcoholic beverages including mixed beverages.,2017,Uvalde____Precinct 2,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Burnet,NA,NA,NA,Precinct 1,11/2/2010,legal sale of all alcoholic beverages for off-premises consumption only.,passed,1852,727,wet,wet,wet only for the sale of beer for off-premises consumption ,wet for the sale of beer and wine for off-premises consumption,2011,Burnet____Precinct 1,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Bandera,NA,NA,NA,Precinct 4,5/9/2015,legal sale of beer and wine for off-premises consumption only.,passed,159,104,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2015,Bandera____Precinct 4,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Bailey,NA,NA,NA,NA,11/8/2016,legal sale of beer and wine for off-premises consumption only.,passed,944,622,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2017,Bailey____,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Orange,NA,NA,NA,Precinct 2,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,2213,1573,dry,wet,NA,NA,2015,Orange____Precinct 2,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Chambers,NA,NA,NA,Precinct 6,11/3/2015,legal sale of mixed beverages.,passed,1005,434,wet,wet,“wet” for the sale of all alcoholic beverages for off-premises consumption only,also “wet” for the sale of mixed beverages.,2016,Chambers____Precinct 6,legal sale of mixed beverages.,0,0,1,0,0,1,0
Henderson,NA,NA,NA,Precinct 3,11/5/2013,legal sale of beer and wine for off-premises consumption only.,passed,536,444,wet,wet,wet in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2014,Henderson____Precinct 3,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
San Saba,NA,NA,NA,NA,5/14/2011,"legal sale of all alcoholic beverages, including mixed beverages.",passed,702,591,wet,wet,all alcoholic beverages for off-premises consumption only,"wet throughout for all alcoholic beverage sales, including the sale of mixed beverages.",2011,San Saba____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Freestone,NA,NA,NA,NA,11/6/2012,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,4285,2492,dry,wet,NA,NA,2013,Freestone____,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Matagorda,NA,NA,NA,Precinct 1,11/6/2018,"legal sale of all alcoholic beverages, including mixed beverages.",passed,2065,703,wet,wet,for the most part “wet” for the sale of all alcoholic beverages including mixed beverages,“wet” throughout for such sales.,2019,Matagorda____Precinct 1,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Coleman,NA,NA,NA,NA,11/4/2014,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,1514,669,wet,wet,“wet in part” for the sale of all alcoholic beverages except mixed beverages,“wet” throughout for the sale of mixed beverages in restaurants by food and beverage certificate holders.,2015,Coleman____,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Maverick,NA,NA,NA,Precinct 3,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",failed,75,167,dry,dry,NA,NA,2015,Maverick____Precinct 3,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Crane,NA,NA,NA,NA,11/5/2019,legal sale of mixed beverages.,passed,222,137,wet,wet,all alcoholic beverages except mixed beverages,all alcoholic beverages including mixed beverages.,2020,Crane____,legal sale of mixed beverages.,0,0,1,0,0,1,0
Ellis,NA,NA,NA,Precinct 4,5/6/2017,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,1315,471,dry,wet,NA,NA,2017,Ellis____Precinct 4,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Kaufman,NA,NA,NA,Precinct 2,11/3/2015,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,1136,553,wet,wet,“wet” in part for the sale of mixed beverages restaurants holding food and beverage certificates,“wet” throughout for such sales.,2016,Kaufman____Precinct 2,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Fisher,NA,NA,NA,NA,11/5/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,537,430,dry,wet,NA,NA,2014,Fisher____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Parker,NA,NA,NA,Precinct 1,11/8/2011,legal sale of beer and wine for off-premises consumption only.,passed,613,381,wet,wet,was “wet” in part for the sale of all alcoholic beverages for off-premises consumption and for the sale of mixed beverages in restaurants with food and beverage certificates,also “wet” throughout for the sale of beer and wine for off-premises consumption,2012,Parker____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Coleman,NA,NA,NA,NA,11/4/2014,legal sale of beer and wine for off-premises consumption only.,passed,1553,643,wet,wet,“wet in part” for the sale of all alcoholic beverages except mixed beverages,“wet” throughout for the sale of beer and wine for off-premises consumption only and is “wet in part” for the sale of beer and wine for on-premises consumption and for the sale of distilled spirits for off-premises consumption.,2015,Coleman____,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Burnet,NA,NA,NA,NA,11/3/2015,"legal sale of all alcoholic beverages, including mixed beverages.",passed,3311,1031,wet,wet,"“wet” in part for the sale of all alcoholic beverages, including mixed beverages",“wet” throughout for such sales.,2016,Burnet____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Shackelford,NA,NA,NA,NA,5/9/2015,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,403,492,dry,dry,NA,NA,2015,Shackelford____,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Hood,NA,NA,NA,Precinct 2,11/6/2018,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,5176,1073,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,remains “wet” in part for such sales but is now also “wet” throughout for the sale of mixed beverages in restaurants by food and beverage certificate holders.,2019,Hood____Precinct 2,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Callahan,NA,NA,NA,Precinct 1,11/3/2015,legal sale of beer and wine for off-premises consumption only.,passed,272,141,wet,wet,“wet” only in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2016,Callahan____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Harrison,NA,NA,NA,Precinct 3,11/8/2016,legal sale of beer and wine for off-premises consumption only.,passed,4372,1974,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2017,Harrison____Precinct 3,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Real,NA,NA,NA,Precinct 3,11/4/2014,legal sale of beer and wine.,passed,87,56,wet,wet,beer and wine for off-premises consumption,beer and wine for both on and off premises consumption.,2015,Real____Precinct 3,legal sale of beer and wine,0,1,0,0,0,1,0
Robertson,NA,NA,NA,Precinct 1,11/6/2012,legal sale of beer and wine.,passed,1090,413,wet,wet,“wet” only in part for the sale of beer and wine,“wet” throughout for the sale of beer and wine,2013,Robertson____Precinct 1,legal sale of beer and wine,0,1,0,0,0,1,0
Potter,NA,NA,NA,Precinct 1,11/3/2015,legal sale of beer and wine for off-premises consumption only.,passed,2901,866,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2016,Potter____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Montgomery,NA,NA,NA,Precinct 4,11/7/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,1859,701,wet,wet,all alcoholic beverages including mixed beverages,“wet” throughout for such sales.,2018,Montgomery____Precinct 4,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Palo Pinto,NA,NA,NA,Precinct 3,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,450,111,wet,wet,all alcoholic beverages except mixed beverages,all alcoholic beverages including mixed beverages.,2015,Palo Pinto____Precinct 3,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Hemphill,NA,NA,NA,NA,11/8/2016,legal sale of beer and wine for off-premises consumption only.,failed,800,826,dry,dry,NA,NA,2017,Hemphill____,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Blanco,NA,NA,NA,Precinct 3,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,1257,379,wet,wet,“wet” only for the sale of beer for off-premises consumption," “wet’ for the sale of all alcoholic beverages, including mixed beverages.",2015,Blanco____Precinct 3,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Sherman,NA,NA,NA,NA,11/6/2012,"legal sale of all alcoholic beverages, including mixed beverages.",passed,582,431,dry,wet,NA,NA,2013,Sherman____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Upshur,NA,NA,NA,Precinct 2,11/8/2016,legal sale of beer and wine for off-premises consumption only.,passed,1711,849,wet,wet,beer and wine for off-premises consumption ,“wet” throughout for such sales.,2017,Upshur____Precinct 2,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Gonzales,NA,NA,NA,NA,11/2/2010,"legal sale of all alcoholic beverages, including mixed beverages.",passed,3329,1320,wet,wet,was “wet” in part for the sale of all alcoholic beverages except mixed beverages,“wet” throughout for the sale of all alcoholic beverages including mixed beverages.,2011,Gonzales____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Liberty,NA,NA,NA,Precinct 6,11/5/2019,"legal sale of all alcoholic beverages, including mixed beverages.",passed,771,521,wet,wet,“wet” in part for the sale of all alcoholic beverages for off-premises consumption and for the sale in mixed beverages in restaurants by food and beverage certificate holders,“wet” for the sale of all alcoholic beverages including mixed beverages.,2020,Liberty____Precinct 6,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Hill,NA,NA,NA,Precinct 3,11/4/2014,"legal sale of all alcoholic beverages, except mixed beverages.",passed,1039,525,wet,wet,“wet in part” for all sales of alcoholic beverages except mixed beverages,“wet” throughout for all sales of alcoholic beverages except mixed beverages.,2015,Hill____Precinct 3,legal sale of all alcoholic beverages except mixed beverages,0,0,0,1,0,1,0
Ellis,NA,NA,NA,Precinct 2,11/5/2013,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,1129,491,dry,wet,NA,NA,2014,Ellis____Precinct 2,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Andrews,NA,NA,NA,NA,11/2/2010,legal sale of beer and wine for off-premises consumption only.,failed,1982,2114,dry,dry,NA,NA,2011,Andrews____,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Smith,NA,NA,NA,Precinct 2,11/6/2012,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,17138,6772,wet,wet,“wet” only in part for the sale of mixed beverages in restaurants with a food and beverage certificate,“wet” throughout for such sales,2013,Smith____Precinct 2,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Armstrong,NA,NA,NA,NA,5/11/2013,legal sale of all alcoholic beverages for off-premises consumption only.,passed,315,146,dry,wet,NA,NA,2013,Armstrong____,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Briscoe,NA,NA,NA,Precinct 2,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,99,60,dry,wet,NA,NA,2015,Briscoe____Precinct 2,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Bell,NA,NA,NA,Precinct 1,11/3/2015,legal sale of beer and wine for off-premises consumption only.,passed,1327,485,dry,wet,NA,NA,2016,Bell____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Coke,NA,NA,NA,Precinct 2,5/9/2015,legal sale of beer and wine.,passed,119,59,wet,wet,“wet” only for the sale of beer and wine for off-premises consumption,“wet” for the sale of beer and wine for both on and off-premises consumption.,2015,Coke____Precinct 2,legal sale of beer and wine,0,1,0,0,0,1,0
Potter,NA,NA,NA,Precinct 3,11/4/2014,legal sale of beer and wine for off-premises consumption only.,passed,3595,1807,wet,wet,“wet” for the sale of mixed beverages in restaurants with food and beverage certificates and “wet in part” for the sale of beer and wine and for the sale of distilled spirits for off-premises consumption.,“wet” throughout for the sale of beer and wine for off-premises consumption and for the sale of mixed beverages in restaurants with food and beverage Certificates. It also remains “wet in part” for the sale of distilled spirits for off-premises consumption and for the “sale of beer and wine for on-premises consumption.,2015,Potter____Precinct 3,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Jasper,NA,NA,NA,Precinct 5,11/5/2019,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,244,72,wet,wet,“wet” for the sale of all alcoholic beverages for off-premises consumption,remains “wet” for such sales as well as for the sale in mixed beverages in restaurants by food and beverage certificate holders.,2020,Jasper____Precinct 5,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Sabine,NA,NA,NA,Precinct 2,5/11/2013,legal sale of all alcoholic beverages for off-premises consumption only.,passed,307,148,wet,wet,“wet” for the sale of beer and wine for off-premises consumption and for the sale of beer for on-premises consumption.,remains partially “wet” for the sale of beer for on-premises consumption but is “wet” throughout for the sale of all alcoholic beverages for off-premises consumption.,2013,Sabine____Precinct 2,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Smith,NA,NA,NA,Precinct 4,11/5/2013,legal sale of beer and wine for off-premises consumption only.,passed,768,514,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2014,Smith____Precinct 4,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Smith,NA,NA,NA,Precinct 1,11/5/2013,legal sale of beer and wine for off-premises consumption only.,passed,360,163,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2014,Smith____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Willacy,NA,NA,NA,Precinct 5,11/3/2015,legal sale of beer for off-premises consumption only.,failed,55,71,dry,dry,NA,NA,2016,Willacy____Precinct 5,legal sale of beer for off-premises consumption only,0,1,0,0,1,0,0
Moore,NA,NA,NA,Precinct 1,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,1523,804,wet,wet,all alcoholic beverages for off-premises consumption only,“wet” for the sale of all alcoholic beverages including mixed beverages.,2015,Moore____Precinct 1,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Live Oak,NA,NA,NA,Precinct 3,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,369,204,wet,wet,beer ,"all alcoholic beverages, including mixed beverages.",2015,Live Oak____Precinct 3,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Eastland,NA,NA,NA,Precinct 4,11/6/2012,legal sale of beer and wine for off-premises consumption only.,passed,1607,1123,dry,wet,NA,NA,2013,Eastland____Precinct 4,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Culberson,NA,NA,NA,NA,11/2/2010,legal sale of mixed beverages.,passed,254,199,wet,wet,was “wet” for the sale of all alcoholic beverages except mixed beverages,“wet” for the sale of all alcoholic beverages including mixed beverages.,2011,Culberson____,legal sale of mixed beverages.,0,0,1,0,0,1,0
Montague,NA,NA,NA,Precinct 2,11/8/2011,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,2002,917,dry,wet,NA,NA,2012,Montague____Precinct 2,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Orange,NA,NA,NA,Precinct 2,11/4/2014,legal sale of beer and wine for off-premises consumption only.,passed,2325,1444,dry,wet,NA,NA,2015,Orange____Precinct 2,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Donley,NA,NA,NA,NA,11/5/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,597,501,wet,wet,“wet” in part for the sale of all alcoholic beverages including mixed beverages b,“wet” throughout all such sales,2014,Donley____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Smith,NA,NA,NA,Precinct 2,11/6/2012,legal sale of beer and wine for off-premises consumption only.,passed,16695,8850,dry,wet,NA,NA,2013,Smith____Precinct 2,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Cooke,NA,NA,NA,Precinct 4,5/11/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,750,263,wet,wet,"”wet” in part for the sale all alcoholic beverages, including mixed beverages",“wet” throughout for such sales.,2013,Cooke____Precinct 4,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Upshur,NA,NA,NA,Precinct 1,11/3/2015,legal sale of beer and wine for off-premises consumption only.,passed,543,313,wet,wet,“wet” in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales.,2016,Upshur____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Collingsworth,NA,NA,NA,NA,11/7/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,410,308,dry,wet,NA,NA,2018,Collingsworth____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Grimes,NA,NA,NA,Precinct 3,11/6/2018,"legal sale of all alcoholic beverages, including mixed beverages.",passed,1782,541,wet,wet,“wet” only in part for the sale beer and wine for off-premises consumption,“wet” for the sale of all alcoholic beverages including mixed beverages.,2019,Grimes____Precinct 3,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Wichita,NA,NA,NA,Precinct 3,5/11/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,823,739,dry,wet,NA,NA,2013,Wichita____Precinct 3,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Sabine,NA,NA,NA,Precinct 1,11/6/2012,legal sale of beer and wine for off-premises consumption only.,passed,1368,678,dry,wet,NA,NA,2013,Sabine____Precinct 1,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Liberty,NA,NA,NA,Precinct 3,5/6/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,159,76,wet,wet,beer and wine for off-premises consumption,all alcoholic beverages including mixed beverages.,2017,Liberty____Precinct 3,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
